borrower_id,age,gender,state,borrower_segment,recharge_freq_30d,recharge_avg_amount_inr,recharge_amount_cv,upi_active_days_30d,upi_monthly_txn_count,job_app_sessions_per_week,sim_tenure_months,elec_payment_delay_days,elec_bill_variance_pct,water_gas_bill_available,water_gas_payment_delay_days,rent_receipt_streak_months,rent_amount_cv,declared_monthly_income_inr,sms_avg_monthly_credit_inr,sms_avg_monthly_debit_inr,sms_debit_to_credit_ratio,sms_credit_regularity_score,gig_payment_inflows_monthly_inr,gig_income_trend,income_declaration_ratio,salary_slip_available,salary_slip_net_income_inr,salary_slip_months_count,employer_verified,rental_agreement_available,rental_agreement_tenure_months,rental_amount_match_utility,utility_bill_available,utility_address_match_id,id_verified,id_type,id_address_match_score,behavioral_score_0_100,household_score_0_100,income_score_0_100,document_score_0_100,credit_score,risk_category,loan_approved,loan_amount_eligible_inr,default_label
BRW-00850,30,M,Gujarat,Gig Worker,3,172.82192638900136,0.43874983904424997,18.0,41.0,2,22,2,0.11,1,3.0,9,0.094,53570,44610.79460286332,25028.79922724617,0.612,0.7947306134786235,21769,Declining,1.324,0,,,0,1,19.0,1.0,1,1,1,Voter ID,0.871,59.3,83.6,67.2,56.4,577,High Risk,0,0,0
BRW-00851,56,M,Tamil Nadu,Formal Salaried,4,628.6886429069407,0.16564361498298422,29.0,32.0,0,49,-6,0.097,1,-4.0,15,0.013,37034,34425.21627695127,19376.880255761414,0.6,1.0314855498097102,2463,Declining,1.168,1,27413.0,5.0,1,1,29.0,1.0,1,1,1,Passport,0.97,91.1,98.3,77.0,98.4,835,Low Risk,1,888816,0
BRW-00852,42,M,UP,Self-Employed,3,390.70532209175457,0.2197999763673614,20.0,38.0,2,63,-3,0.113,0,,15,0.077,36263,37425.19166638114,24169.515224681105,0.818,0.6471384967685458,5458,Growing,1.043,0,,,0,0,,,1,1,1,Aadhaar,0.934,73.0,80.4,77.6,42.5,586,High Risk,1,217578,0
BRW-00853,30,F,Bihar,Informal Salaried,4,180.72878987064217,0.1641016223643653,23.0,6.0,5,25,1,0.116,1,5.0,11,0.126,19412,14020.795586406854,12941.595719828183,0.724,0.6808716766912181,2986,Growing,1.249,0,,,0,0,,,1,1,1,Aadhaar,0.829,70.5,92.0,51.9,41.9,567,High Risk,0,0,0
BRW-00854,49,M,UP,Unbanked Rural,2,47.350638333057326,0.7724502847112109,,,1,3,1,0.579,0,,0,0.161,5947,3255.7265082354456,3489.4413494408004,1.014,0.19235883687309888,1558,Stable,1.935,0,,,0,0,,,0,0,1,Voter ID,0.849,35.6,39.2,9.6,22.0,300,Very High Risk,0,0,1
BRW-00855,28,F,Tamil Nadu,Informal Salaried,3,96.6029697817112,0.32526227875282154,22.0,22.0,6,25,11,0.292,1,15.0,7,0.06,18776,11858.791862700211,7934.007482887579,0.744,0.44061257984881647,3915,Growing,1.291,1,15078.0,1.0,1,1,17.0,1.0,0,0,1,Aadhaar,0.917,60.9,47.3,44.2,72.4,596,High Risk,1,112656,1
BRW-00856,37,F,Tamil Nadu,Formal Salaried,5,377.3861554942983,0.17434866249398404,20.0,25.0,0,18,0,0.134,0,,14,0.009,105348,110691.69526798523,70981.0796258518,0.765,1.0145967234601765,2654,Stable,1.048,0,,,0,0,,,1,1,1,Voter ID,0.974,76.5,80.0,95.4,42.7,594,High Risk,1,632088,1
BRW-00857,37,F,Delhi,Formal Salaried,5,345.6648079058243,0.060576162618896506,21.0,45.0,0,75,-5,0.108,1,-2.0,8,0.049,115275,131720.2546077779,78258.22808949213,0.685,0.9587513943334371,1770,Declining,1.027,1,96597.0,3.0,1,0,,,1,1,1,Aadhaar,0.795,88.9,88.3,93.7,80.3,777,Low Risk,1,2766600,0
BRW-00858,54,F,Karnataka,Gig Worker,2,327.1077147150208,0.42100750907231327,21.0,52.0,3,34,6,0.159,0,,4,0.144,41925,27839.636179336983,22752.675253402893,0.846,0.5208214686004536,16903,Stable,1.392,0,,,0,1,35.0,1.0,1,1,1,Passport,0.879,62.1,38.8,62.0,56.5,544,High Risk,0,0,1
BRW-00859,25,F,Maharashtra,Gig Worker,4,191.13888603858933,0.35369745538896813,29.0,33.0,2,34,11,0.193,0,,6,0.223,34575,25511.40844897353,20975.533654208662,0.642,0.39902335776038284,29026,Stable,1.194,0,,,0,0,,,0,0,1,Aadhaar,0.78,81.5,28.9,61.6,21.6,429,Very High Risk,0,0,1
BRW-00860,25,F,Karnataka,Formal Salaried,5,455.79740826582287,0.177857574250875,21.0,30.0,0,61,3,0.108,1,-1.0,22,0.042,52231,37335.88648183076,36009.78422227828,0.741,0.7940518306615949,12,Stable,1.06,1,43801.0,2.0,0,0,,,1,0,1,PAN+Aadhaar,0.82,87.6,87.5,96.0,59.0,725,Low Risk,1,1253544,0
BRW-00861,38,F,Delhi,Self-Employed,5,185.4160218584497,0.1550986066453279,25.0,20.0,0,17,14,0.242,0,,9,0.071,96935,113697.46825111084,67183.46947983495,0.738,0.7557997489302132,4685,Growing,1.101,0,,,0,0,,,1,1,1,Aadhaar,0.921,79.8,35.4,88.5,42.4,531,High Risk,0,0,1
BRW-00862,50,F,Maharashtra,Gig Worker,2,372.57790689322246,0.13932787604686311,26.0,52.0,5,44,-3,0.136,0,,5,0.191,38100,26871.934843603933,20726.24357675828,0.752,0.7270333477017454,15694,Declining,1.272,0,,,0,1,26.0,1.0,0,0,0,Aadhaar,0.001171226715042728,71.2,62.8,68.7,35.8,503,Very High Risk,0,0,1
BRW-00863,57,F,Gujarat,Gig Worker,2,429.19364698523094,0.30227306639588547,27.0,26.0,3,13,18,0.272,1,-6.0,8,0.089,25768,20058.708055329753,10387.827608881007,0.827,0.44751655306936816,32204,Stable,1.234,0,,,0,1,21.0,1.0,0,0,0,Aadhaar,0.16792346439977665,60.5,50.1,55.7,36.7,427,Very High Risk,0,0,1
BRW-00864,56,F,UP,Informal Salaried,3,232.71974835595597,0.3336957425967441,17.0,20.0,5,29,2,0.377,0,,10,0.153,10531,8768.57739981693,4206.793223787634,0.862,0.7288446533675794,1088,Growing,1.273,0,,,0,1,12.0,1.0,1,1,1,PAN+Aadhaar,0.975,60.4,63.7,47.0,57.0,545,High Risk,0,0,1
BRW-00865,28,M,Gujarat,Informal Salaried,2,81.78846686811654,0.4738999228246176,17.0,18.0,3,25,0,0.301,1,20.0,6,0.091,27615,20531.941107913175,19971.674910330614,0.919,0.5261912640855934,2320,Stable,1.421,0,,,0,1,8.0,1.0,1,1,1,Aadhaar,0.992,52.2,80.0,47.6,57.1,569,High Risk,0,0,1
BRW-00866,48,M,Gujarat,Gig Worker,3,200.83678114498636,0.3412767218986801,21.0,66.0,3,19,3,0.285,0,,8,0.216,26357,25564.14724164681,16558.118186067357,0.707,0.7412244173625804,20258,Stable,1.185,0,,,0,1,34.0,1.0,1,1,1,Passport,0.804,61.7,56.9,63.4,56.0,560,High Risk,0,0,0
BRW-00867,49,M,UP,Formal Salaried,5,612.8553992854773,0.09683554292437119,24.0,28.0,0,22,-3,0.072,1,-2.0,18,0.004,96973,85085.94299011305,69850.91418104952,0.697,0.739753668392866,9,Growing,1.053,1,81247.0,3.0,1,1,27.0,1.0,1,1,1,Aadhaar,0.937,82.0,98.7,91.3,95.4,850,Low Risk,1,2327352,0
BRW-00868,43,F,Karnataka,Formal Salaried,4,463.76241678479664,0.2460046654809543,23.0,42.0,0,58,0,0.144,1,-3.0,6,0.039,54946,44185.99504648965,45102.23633924904,0.768,0.8698174711347991,140,Stable,0.96,1,41141.0,1.0,0,0,,,0,0,1,Voter ID,0.982,84.2,82.8,98.0,47.0,677,Medium Risk,1,659352,0
BRW-00869,35,F,Maharashtra,Unbanked Rural,2,69.30808396503711,0.6159326463688727,,,0,35,-1,0.481,0,,0,0.13,9504,3947.327187152444,4766.114606683393,0.854,0.25284706536201423,622,Stable,1.775,0,,,0,1,32.0,1.0,0,0,0,PAN+Aadhaar,0.12053430621548163,49.8,44.5,20.4,35.8,356,Very High Risk,0,0,1
BRW-00870,28,F,Karnataka,Unbanked Rural,2,118.12158369571985,0.422052198929424,2.0,2.0,0,17,11,0.217,0,,2,0.364,10502,3341.1988950173763,4156.827877388124,0.921,0.5328498782698529,444,Stable,2.779,0,,,0,1,9.0,1.0,0,0,1,PAN+Aadhaar,0.854,40.2,18.7,18.0,36.3,300,Very High Risk,0,0,1
BRW-00871,43,F,Bihar,Informal Salaried,4,250.35338935871204,0.4371617491338027,22.0,20.0,6,50,15,0.372,0,,7,0.096,17608,11388.254244645346,14399.929316127256,0.94,0.56627963819811,935,Stable,1.252,0,,,0,0,,,1,1,1,Aadhaar,0.98,73.0,28.2,53.2,42.7,478,Very High Risk,0,0,0
BRW-00872,26,M,Karnataka,Informal Salaried,3,390.7862405321396,0.2846881009980989,20.0,23.0,7,12,4,0.245,0,,6,0.148,32381,21760.222357627033,22905.920074490718,0.818,0.5542791456561158,1233,Stable,1.398,1,24908.0,1.0,1,1,27.0,1.0,1,1,0,PAN+Aadhaar,0.20618798706481317,54.2,49.2,52.3,91.7,637,Medium Risk,1,388572,0
BRW-00873,23,M,Tamil Nadu,Gig Worker,2,229.44549208147106,0.34868699602147,25.0,36.0,3,21,2,0.181,1,9.0,5,0.148,20566,23228.28972850471,12774.54504019794,0.671,1.0206199927088755,38914,Stable,1.117,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.983,60.6,72.6,63.8,42.8,516,Very High Risk,0,0,1
BRW-00874,48,F,Tamil Nadu,Informal Salaried,2,347.38836549838754,0.49172184014409176,11.0,10.0,3,12,8,0.27,1,-3.0,10,0.105,34170,24187.929515534186,19370.886541925607,0.788,0.4658406770800028,5466,Stable,1.306,0,,,0,0,,,1,1,1,Aadhaar,0.882,41.9,62.1,56.1,42.2,464,Very High Risk,0,0,1
BRW-00875,42,F,Gujarat,Formal Salaried,3,317.52356222980154,0.2863833525123679,20.0,57.0,1,44,1,0.039,1,-2.0,22,0.032,71576,57360.579401354946,49713.71559369744,0.771,1.1826033047186881,1452,Declining,1.154,1,59815.0,6.0,1,0,,,1,1,1,Aadhaar,0.775,73.8,95.8,95.6,84.4,793,Low Risk,1,1717824,0
BRW-00876,36,Other,Karnataka,Formal Salaried,3,184.8207651351567,0.19009510320747122,29.0,23.0,0,95,-6,0.081,1,-1.0,23,0.047,83318,77147.14366380515,50837.769773769,0.789,1.0491447786211208,2726,Stable,1.076,1,63503.0,2.0,0,0,,,1,1,0,Aadhaar,0.2945353811085152,87.0,98.6,96.0,67.8,777,Low Risk,1,1999632,0
BRW-00877,42,M,Maharashtra,Self-Employed,4,422.13034373409886,0.22338208019436204,17.0,27.0,1,55,2,0.216,1,4.0,9,0.024,89550,66680.92112754456,55825.30955795741,0.833,0.8455856360711597,443,Stable,1.234,0,,,0,1,8.0,1.0,1,1,1,Aadhaar,0.832,77.6,81.8,87.0,56.2,670,Medium Risk,1,1074600,0
BRW-00878,31,F,Maharashtra,Gig Worker,3,242.39940805089475,0.4185910880194129,26.0,36.0,2,38,0,0.083,1,-1.0,6,0.234,28613,24040.548595356668,20078.621534906062,0.796,0.5093666838506659,20762,Declining,1.174,0,,,0,0,,,1,1,0,Aadhaar,0.21,74.0,83.8,57.2,21.2,478,Very High Risk,0,0,1
BRW-00879,44,F,Gujarat,Formal Salaried,5,328.9713742089094,0.07907493006165606,22.0,45.0,0,50,-1,0.055,1,2.0,23,0.03,70167,77435.8637318658,48889.568784440504,0.677,0.8034543039534215,2470,Stable,1.004,1,59360.0,4.0,1,1,13.0,0.0,1,1,1,Aadhaar,0.885,90.8,99.0,93.9,96.5,850,Low Risk,1,1684008,0
BRW-00880,26,F,Rajasthan,Informal Salaried,3,207.5106117718385,0.3858781327777287,18.0,16.0,5,49,13,0.101,1,16.0,4,0.171,10931,8501.111373711085,5270.386866236781,0.746,0.6635834726869755,5026,Growing,1.513,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.871,66.0,43.3,40.7,42.1,442,Very High Risk,0,0,1
BRW-00881,22,F,Karnataka,Informal Salaried,3,242.94406877835146,0.421161177660634,16.0,9.0,2,25,-4,0.225,0,,5,0.108,28713,25717.765347681976,11307.148946328629,0.731,0.6437427230865602,7853,Stable,1.34,1,22894.0,4.0,1,1,27.0,1.0,1,0,1,Aadhaar,0.87,59.2,61.2,58.8,87.8,659,Medium Risk,1,344556,0
BRW-00882,34,F,Maharashtra,Self-Employed,4,501.14672753596136,0.14376479086791846,27.0,20.0,0,47,-5,0.196,1,0.0,9,0.067,69545,83052.09378578338,34554.57236528683,0.521,0.36600978699433484,14167,Stable,1.182,0,,,0,0,,,1,1,1,Aadhaar,0.772,89.8,89.2,73.9,41.6,618,High Risk,1,417270,0
BRW-00883,42,M,Karnataka,Formal Salaried,5,464.3457731297441,0.11618412709601518,29.0,50.0,0,24,-7,0.124,0,,13,0.043,82429,80356.94583315442,46670.32671575243,0.554,0.6622161006324754,509,Stable,1.143,1,69186.0,2.0,1,1,23.0,0.0,0,0,1,Aadhaar,0.951,86.7,80.2,87.9,74.0,738,Low Risk,1,1978296,0
BRW-00884,47,F,Maharashtra,Formal Salaried,3,422.5378448101232,0.17288619931832708,20.0,50.0,0,49,-3,0.143,1,9.0,18,0.021,117350,152298.8029354254,107626.45728498722,0.77,0.9777206491528699,2915,Declining,1.115,1,84586.0,4.0,1,0,,,1,0,1,PAN+Aadhaar,0.87,75.7,97.5,90.7,73.5,742,Low Risk,1,2816400,1
BRW-00885,42,F,Gujarat,Self-Employed,4,233.02546523913642,0.28889531144212244,24.0,12.0,1,78,6,0.172,1,0.0,13,0.073,43386,25824.279632800117,26058.4885372648,0.783,0.4845137774700044,14183,Stable,1.419,0,,,0,0,,,1,1,1,Aadhaar,0.955,82.7,75.8,64.4,42.6,551,High Risk,0,0,0
BRW-00886,39,F,Delhi,Formal Salaried,5,264.10557936702907,0.07222245040464689,24.0,38.0,0,56,-2,0.053,0,,23,0.001,89273,112569.89305504883,54937.05707912608,0.692,1.0326304400480408,1120,Declining,1.125,1,69072.0,3.0,1,1,23.0,1.0,1,1,1,PAN+Aadhaar,0.956,91.7,81.4,94.7,95.5,844,Low Risk,1,2142552,1
BRW-00887,53,F,UP,Gig Worker,4,225.06401610978466,0.20009509144784368,26.0,36.0,3,34,-6,0.283,1,-4.0,8,0.082,53756,32036.168139197987,24320.519991378085,0.88,0.6073035666218555,44366,Growing,1.55,0,,,0,1,21.0,0.0,0,0,1,Voter ID,0.829,79.6,85.2,58.7,36.2,601,High Risk,1,322536,0
BRW-00888,57,M,Delhi,Informal Salaried,4,153.34654727454213,0.2486595572713296,21.0,11.0,5,29,1,0.333,1,-2.0,10,0.146,17509,9374.628384573849,12102.41971206288,0.938,0.42073048032691795,286,Stable,1.762,0,,,0,0,,,0,0,1,PAN+Aadhaar,0.751,68.4,85.7,27.7,21.4,444,Very High Risk,0,0,1
BRW-00889,38,M,Karnataka,Formal Salaried,3,533.6041014263212,0.14101054236141264,22.0,40.0,0,87,-6,0.095,1,-3.0,6,0.036,117852,117858.00605620915,90462.14485535442,0.714,1.0711559131082835,1982,Declining,0.976,1,91209.0,1.0,1,1,6.0,1.0,1,1,0,Aadhaar,0.327,78.8,83.6,96.3,71.9,735,Low Risk,1,2828448,0
BRW-00890,56,Other,Bihar,Informal Salaried,3,342.50464279878094,0.22627776186734017,18.0,8.0,7,53,-4,0.309,1,-1.0,7,0.137,22849,13910.944902954787,12331.145263931163,0.816,0.4553604612018513,2129,Stable,1.571,1,17303.0,6.0,1,1,26.0,1.0,0,0,1,PAN+Aadhaar,0.94,66.3,82.3,39.2,79.7,636,Medium Risk,1,274188,0
BRW-00891,32,F,Delhi,Self-Employed,5,315.7735486479015,0.27185560252235413,19.0,32.0,0,65,1,0.235,0,,10,0.034,96607,66249.17417583878,34203.06779096465,0.553,0.7210455234752853,1941,Growing,1.483,0,,,0,0,,,1,1,1,Aadhaar,0.777,84.3,69.8,76.7,41.6,595,High Risk,1,579642,1
BRW-00892,42,F,Tamil Nadu,Unbanked Rural,1,98.5207353453916,0.33108924997280204,9.0,4.0,0,11,0,0.485,0,,0,0.234,16358,5381.757904170076,5295.376420362171,0.929,0.20094763644298907,1155,Stable,2.687,0,,,0,0,,,1,1,1,Passport,0.925,39.9,44.4,15.1,42.4,338,Very High Risk,0,0,1
BRW-00893,47,M,Bihar,Self-Employed,5,413.7481931581732,0.22696610833341524,24.0,21.0,2,43,5,0.124,0,,14,0.056,132385,121208.41155545767,65659.66291114892,0.555,0.6005934884402858,4595,Declining,1.274,0,,,0,1,21.0,1.0,1,1,1,Voter ID,0.755,85.4,62.5,81.2,55.7,642,Medium Risk,1,1588620,0
BRW-00894,25,F,Karnataka,Informal Salaried,4,100.35479855961796,0.36728006624174114,15.0,5.0,4,50,4,0.314,1,16.0,3,0.124,23228,14549.34490073335,10407.911331125124,0.8,0.8174608057920613,5334,Growing,1.42,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.757,70.1,58.3,51.8,41.5,481,Very High Risk,0,0,1
BRW-00895,55,F,Karnataka,Gig Worker,4,295.43265951198345,0.39153487004005355,26.0,40.0,1,11,2,0.089,1,12.0,5,0.224,26614,19942.813386319347,20183.71561574131,0.864,0.467122962545545,27979,Stable,1.51,1,21408.0,4.0,1,1,11.0,1.0,1,1,0,Driving Licence,0.055,69.8,74.2,48.4,74.6,626,Medium Risk,1,319368,0
BRW-00896,39,F,Maharashtra,Informal Salaried,4,127.26101031948268,0.29661981561717415,16.0,23.0,5,29,2,0.216,0,,9,0.166,20301,19414.755589187578,14969.263310101143,0.785,0.5345494128264572,3140,Growing,1.365,0,,,0,1,33.0,1.0,0,0,1,PAN+Aadhaar,0.774,63.7,64.1,46.1,35.9,473,Very High Risk,0,0,1
BRW-00897,56,M,Tamil Nadu,Informal Salaried,4,113.16239007372222,0.4013786100695692,16.0,24.0,4,38,11,0.222,0,,3,0.063,35741,25451.436229187933,18800.254544447635,0.738,0.578348215781948,1454,Stable,1.304,0,,,0,1,26.0,1.0,0,0,0,Aadhaar,0.107,65.7,21.1,62.8,14.9,353,Very High Risk,0,0,1
BRW-00898,50,F,Bihar,Unbanked Rural,1,197.02793622954218,0.41506144915072557,,,1,13,23,0.267,1,19.0,0,0.367,7781,3884.5546434132407,2621.4826381496655,0.945,0.2376060331718937,1202,Declining,2.321,0,,,0,0,,,1,1,1,Aadhaar,0.973,37.3,30.6,10.8,42.7,304,Very High Risk,0,0,1
BRW-00899,50,F,Gujarat,Formal Salaried,4,266.4817020695567,0.18249409625817103,26.0,57.0,0,73,0,0.023,1,-2.0,20,0.024,72851,78331.88987621921,29464.692565350695,0.701,0.8527999606869932,2487,Stable,1.034,1,52529.0,2.0,1,0,,,1,1,1,PAN+Aadhaar,0.912,88.0,99.6,98.2,79.5,813,Low Risk,1,1748424,0
BRW-00900,42,M,Rajasthan,Formal Salaried,4,419.7162162227812,0.2418372065535646,28.0,17.0,0,44,0,0.037,1,-4.0,14,0.037,106910,147397.5189525991,45590.30448284683,0.598,0.5764307551805291,1800,Growing,1.052,1,79040.0,2.0,1,1,18.0,1.0,1,0,1,Passport,0.766,87.9,99.3,90.9,84.4,788,Low Risk,1,2565840,0
BRW-00901,34,F,Delhi,Informal Salaried,3,180.46639395566228,0.18941768026491146,20.0,21.0,2,43,3,0.296,0,,4,0.071,11639,6368.756055727675,6080.582076247306,0.749,0.7454228587904363,4884,Stable,1.643,0,,,0,0,,,1,1,1,Passport,0.831,72.3,46.9,38.3,41.9,462,Very High Risk,0,0,0
BRW-00902,38,F,Delhi,Formal Salaried,4,363.148737607188,0.2781981951913808,28.0,58.0,0,79,0,0.124,1,-5.0,23,0.034,76606,88431.6338581329,64676.01667073138,0.797,0.7653323405909742,1535,Stable,1.004,1,60551.0,6.0,1,1,17.0,1.0,1,0,1,PAN+Aadhaar,0.843,89.4,97.8,92.3,90.5,848,Low Risk,1,1838544,0
BRW-00903,30,F,Maharashtra,Formal Salaried,3,307.31258984021366,0.18357266286554894,25.0,46.0,0,35,-3,0.148,1,-4.0,13,0.012,109518,74663.00055007664,74256.61651152933,0.611,0.857609729488204,1164,Stable,0.99,1,90581.0,4.0,1,1,18.0,1.0,1,1,1,Aadhaar,0.87,76.7,97.4,92.1,96.4,845,Low Risk,1,2628432,0
BRW-00904,22,M,UP,Gig Worker,2,290.6705465181437,0.17288818105900183,24.0,29.0,4,44,2,0.156,1,12.0,1,0.138,46258,33112.647307627245,19356.154241723878,0.835,0.6686781345830685,24925,Stable,1.258,0,,,0,0,,,0,0,0,PAN+Aadhaar,0.1889449726178677,70.5,63.2,68.4,21.7,461,Very High Risk,0,0,1
BRW-00905,23,M,Maharashtra,Informal Salaried,2,160.42250541399036,0.39270387368904125,11.0,12.0,6,18,2,0.28,0,,9,0.053,22884,15855.678906394522,11148.572057483409,0.818,0.9151130343520851,7916,Declining,1.545,0,,,0,1,24.0,0.0,0,0,1,Voter ID,0.894,43.0,63.0,48.5,36.5,415,Very High Risk,0,0,1
BRW-00906,50,M,Bihar,Unbanked Rural,1,75.06344128372942,0.5088415148262154,,,1,31,8,0.575,0,,3,0.145,15248,12172.576581146943,11016.655409429259,0.909,0.5071884904497352,1499,Stable,1.602,0,,,0,0,,,1,1,1,Aadhaar,0.859,45.6,21.9,34.7,42.1,339,Very High Risk,0,0,1
BRW-00907,54,M,Gujarat,Self-Employed,5,202.56990892751,0.26137355545389945,26.0,14.0,0,60,-3,0.083,1,7.0,17,0.029,30515,17809.065637312542,13958.667593498993,0.603,0.5528923743700029,6458,Stable,1.293,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.987,91.2,98.5,52.4,42.8,630,Medium Risk,1,366180,0
BRW-00908,31,M,Maharashtra,Informal Salaried,4,276.1682517387795,0.45086072319542225,22.0,8.0,4,46,8,0.315,1,3.0,4,0.086,12274,8944.138912457609,5147.960971484276,0.893,0.3637899845318578,3658,Stable,1.588,1,10675.0,6.0,1,0,,,1,1,1,PAN+Aadhaar,0.984,73.8,46.6,32.2,85.6,623,Medium Risk,1,147288,0
BRW-00909,42,F,Bihar,Informal Salaried,3,421.3133029253412,0.2900930082889653,10.0,24.0,7,57,15,0.326,0,,11,0.065,36809,24439.01860102676,22266.651383010583,0.92,0.6192589901031081,3997,Stable,1.487,0,,,0,0,,,1,1,0,Passport,0.06740965972497065,58.6,38.9,50.9,42.2,471,Very High Risk,0,0,1
BRW-00910,49,M,Rajasthan,Informal Salaried,4,186.84366543563135,0.4968280445582185,10.0,23.0,5,18,14,0.127,0,,11,0.154,20830,10978.754420363182,10213.83873116425,0.765,0.5655928471315657,5274,Growing,1.32,0,,,0,1,12.0,1.0,1,1,1,Voter ID,0.911,52.1,42.4,48.0,56.6,478,Very High Risk,0,0,1
BRW-00911,32,F,Rajasthan,Gig Worker,3,400.8018968860406,0.3957396473622752,20.0,23.0,5,39,-5,0.269,1,7.0,6,0.056,50248,44458.01513824062,28675.992097890437,0.627,0.7493788678401174,25240,Stable,1.171,1,35748.0,2.0,1,1,12.0,1.0,1,1,0,Aadhaar,0.24261132400992363,64.6,80.5,80.3,93.1,759,Low Risk,1,1205952,0
BRW-00912,55,F,Tamil Nadu,Informal Salaried,4,202.44125182078545,0.4362694237105533,21.0,19.0,2,41,15,0.344,0,,5,0.143,37192,32786.32911331792,18013.71681944912,0.734,0.6043652779921062,5489,Declining,1.522,0,,,0,0,,,1,1,1,Aadhaar,0.806,72.2,23.8,50.8,41.7,417,Very High Risk,0,0,1
BRW-00913,29,F,Tamil Nadu,Gig Worker,3,386.6181568234222,0.28254054173544013,23.0,36.0,4,35,0,0.087,0,,1,0.078,21799,11328.365833058078,13303.9119937975,0.822,0.5840771581926921,20179,Growing,1.493,0,,,0,1,28.0,1.0,0,0,1,Passport,0.975,68.9,53.9,49.3,37.0,482,Very High Risk,0,0,1
BRW-00914,43,F,Maharashtra,Informal Salaried,4,199.73378380286167,0.6155896087703127,14.0,16.0,5,30,9,0.127,1,14.0,2,0.192,18547,13385.078485488733,8374.273505616688,0.809,0.503550722365927,3285,Stable,1.355,0,,,0,0,,,1,1,1,Voter ID,0.925,57.7,41.5,50.2,42.4,427,Very High Risk,0,0,1
BRW-00915,29,F,Karnataka,Gig Worker,4,201.9649220710845,0.2629404564409565,19.0,22.0,4,7,-3,0.091,1,-2.0,5,0.237,46562,32753.0392463565,23657.571276078816,0.637,0.8749615954644406,39969,Growing,1.141,0,,,0,0,,,0,0,1,Aadhaar,0.797,59.2,81.2,77.3,21.7,528,High Risk,0,0,0
BRW-00916,36,F,Maharashtra,Informal Salaried,2,126.86863258664476,0.32744004177221775,18.0,14.0,5,41,6,0.2,0,,9,0.084,24328,13338.679281629677,14073.77567610506,0.785,0.6686488505374978,2631,Stable,1.653,0,,,0,0,,,1,1,1,PAN+Aadhaar,0.893,59.7,50.3,44.1,42.2,451,Very High Risk,0,0,1
BRW-00917,38,M,Rajasthan,Informal Salaried,4,164.21337160784105,0.5188122029107279,23.0,19.0,7,23,7,0.253,0,,2,0.142,22679,23073.480738851566,10835.808822206862,0.829,0.45087181571889284,7715,Stable,1.264,1,19087.0,1.0,1,1,22.0,1.0,0,0,1,Passport,0.984,62.2,28.7,49.6,72.8,523,High Risk,0,0,1
BRW-00918,44,M,Maharashtra,Unbanked Rural,2,164.60272865333866,0.5135093070351545,,,0,6,-3,0.413,0,,1,0.108,9674,4269.813398631281,3655.5537501298354,1.013,0.16136438776641052,345,Declining,2.143,0,,,0,0,,,1,1,1,Passport,0.836,34.4,48.1,10.5,41.9,334,Very High Risk,0,0,1
BRW-00919,45,F,Delhi,Self-Employed,5,345.6278096267338,0.2538534101733477,18.0,33.0,2,30,3,0.104,1,-3.0,9,0.113,146226,183415.10088499414,107943.65131220724,0.725,0.4841073051636352,3625,Stable,1.021,0,,,0,0,,,1,1,1,Voter ID,0.796,75.4,80.2,89.0,41.7,619,High Risk,1,877356,0
BRW-00920,40,F,UP,Formal Salaried,3,248.18959951436364,0.16340607883753713,24.0,37.0,0,59,2,0.139,1,-3.0,21,0.026,76696,89126.21131608351,45814.800785500134,0.594,0.7966746778566479,1391,Stable,1.051,1,54228.0,4.0,1,1,21.0,1.0,1,0,1,Aadhaar,0.986,82.1,90.5,92.3,88.5,810,Low Risk,1,1840704,0
BRW-00921,26,M,Bihar,Unbanked Rural,2,58.88328791484516,1.0060068482094577,8.0,1.0,0,19,11,0.347,1,7.0,3,0.113,8522,3414.8798005100525,2788.79302721642,0.839,0.14068404477043642,1594,Declining,2.315,0,,,0,0,,,1,1,1,Voter ID,0.865,40.0,36.5,8.0,42.1,322,Very High Risk,0,0,1
BRW-00922,53,F,Tamil Nadu,Gig Worker,2,167.20093461649472,0.44688765375146633,27.0,20.0,1,37,10,0.09,0,,3,0.118,53872,39202.04154167972,29444.636857287605,0.715,0.769266744066989,35068,Stable,1.236,0,,,0,1,21.0,0.0,1,1,1,Aadhaar,0.854,70.7,23.4,80.9,56.3,548,High Risk,0,0,0
BRW-00923,22,F,UP,Unbanked Rural,1,137.66417109792846,0.47243833817513203,,,1,22,11,0.32,0,,2,0.123,10819,5463.246388368535,6030.109216983338,0.819,0.3744145300121281,348,Stable,1.625,0,,,0,0,,,0,0,1,Passport,0.817,35.2,16.9,27.6,21.8,300,Very High Risk,0,0,1
BRW-00924,44,M,Gujarat,Self-Employed,4,504.4661660159882,0.19755863072195728,19.0,30.0,2,21,4,0.156,0,,14,0.059,102083,57501.53166861417,63191.26707001114,0.764,0.8238407189386763,3550,Declining,1.445,0,,,0,0,,,0,0,1,Aadhaar,0.973,69.0,65.5,73.1,22.7,470,Very High Risk,0,0,1
